AthletId;ClubId;Year
CONTACT.WEB.142143;ACC_1.VD.1602;2015
CONTACT.WEB.142143;ACC_1.VD.1602;2014
CONTACT.WEB.133575;ACC_1.VS.1706;2015
a21aa-lhkuvk-jh8u7a67-1-jhbu0axn-n6d;ACC_1.TG.1420;2015
a21aa-lhkuvk-jh8u7a67-1-jhbu0axn-n6d;ACC_1.TG.1420;2016
a21aa-lhkuvk-jh8u7a67-1-jhbu0axn-n6d;ACC_1.TG.1420;2017
CONTACT.WEB.127417;ACC_1.VD.1616;2015
CONTACT.WEB.127417;ACC_1.VD.1616;2016
4sgua-5p0xzj-i1b8qf49-1-i1s7i3zv-fb6u;ACC_1.AG.0009;2015
4sgua-f15hea-hf2fahl2-1-hg64ntce-psgj;4sgua-mg73pf-fs48y3c8-1-fst3fvme-28r;2015
4sgua-f15hea-hf2fahl2-1-hg64ntce-psgj;4sgua-mg73pf-fs48y3c8-1-fst3fvme-28r;2016
4sgua-f15hea-hf2fahl2-1-hg64ntce-psgj;4sgua-mg73pf-fs48y3c8-1-fst3fvme-28r;2017
4sgua-f15hea-hf2fahl2-1-hg64ntce-psgj;ACC_1.BE.0138;2018
4sgua-f15hea-hf2fahl2-1-hg64ntce-psgj;ACC_1.BE.0138;2019
CONTACT.WEB.135133;ACC_1.VS.1702;2015
CONTACT.WEB.135133;ACC_1.VS.1702;2017
CONTACT.WEB.135133;ACC_1.VS.1702;2014
CONTACT.WEB.135107;ACC_1.INNERSCHWEIZ.0733;2015
CONTACT.WEB.138585;ACC_1.SH.1101;2015
CONTACT.WEB.138585;ACC_1.SH.1101;2016
CONTACT.WEB.138585;ACC_1.SH.1101;2017
CONTACT.WEB.138585;ACC_1.SH.1101;2018
CONTACT.WEB.138585;ACC_1.SH.1101;2019
4sgua-5hmmp0-fzno0o0k-1-fzz2q73d-879;ACC_1.SZ.1303;2015
CONTACT.WEB.141499;ACC_1.SGALV.1013;2015
CONTACT.WEB.141499;ACC_1.SGALV.1013;2016
CONTACT.WEB.137290;ACC_1.ZH.1802;2015
CONTACT.WEB.130397;4sgua-dp0u61-fa1xwy2t-1-fafh6gco-6rl;2015
4sgua-el0fb5-hofluhj2-1-hqapqzpb-17x5e;ACC_1.BE.0166;2015
CONTACT.WEB.129023;4sgua-r2p2vq-fk6o2n2f-1-fn8vfqf0-1wrd;2015
CONTACT.WEB.129023;4sgua-r2p2vq-fk6o2n2f-1-fn8vfqf0-1wrd;2013
4sgua-6lauy1-ha1fy3d7-1-ha1mm5p1-a;ACC_1.VD.1601;2015
4sgua-6lauy1-ha1fy3d7-1-ha1mm5p1-a;ACC_1.VD.1601;2014
4sgua-wwdgj8-glarwv4q-1-glj67pl6-1fv;4sgua-npzdku-i2pb9fvz-1-i2zrd32i-8as4;2015
4sgua-el0fb5-hofluhj2-1-hor8x0aq-ak2i;ACC_1.JU.0829;2015
4sgua-yx2al0-htzlolvi-1-hunl93ud-epza;ACC_1.BE.0117;2015
4sgua-yx2al0-htzlolvi-1-hunl93ud-epza;ACC_1.BE.0117;2016
CONTACT.WEB.131239;ACC_1.GR.0607;2015
CONTACT.WEB.131239;ACC_1.GR.0607;2012
CONTACT.WEB.131239;ACC_1.GR.0607;2013
CONTACT.WEB.131239;ACC_1.GR.0607;2014
4sgua-k26xd5-gw7a08pu-1-gx1imd9i-ynp;ACC_1.BE.0115;2016
4sgua-k26xd5-gw7a08pu-1-gx1imd9i-ynp;ACC_1.BE.0115;2017
4sgua-k26xd5-gw7a08pu-1-gx1imd9i-ynp;ACC_1.BE.0115;2018
4sgua-k26xd5-gw7a08pu-1-gx1imd9i-ynp;ACC_1.BE.0115;2014
4sgua-k26xd5-gw7a08pu-1-gx1imd9i-ynp;ACC_1.VS.1721;2012
4sgua-k26xd5-gw7a08pu-1-gx1imd9i-ynp;ACC_1.VS.1710;2013
CONTACT.WEB.133135;ACC_1.SGALV.1041;2016
CONTACT.WEB.133135;ACC_1.SGALV.1041;2018
CONTACT.WEB.133135;ACC_1.ZH.1804;2011
CONTACT.WEB.133135;ACC_1.ZH.1804;2012
CONTACT.WEB.133135;ACC_1.ZH.1804;2013
CONTACT.WEB.133135;ACC_1.ZH.1804;2014
CONTACT.WEB.128023;ACC_1.ZH.1840;2016
CONTACT.WEB.128023;ACC_1.ZH.1840;2017
CONTACT.WEB.128023;ACC_1.ZH.1840;2018
CONTACT.WEB.141178;ACC_1.BSBL.0207;2016
CONTACT.WEB.141178;ACC_1.BSBL.0207;2017
CONTACT.WEB.141178;ACC_1.BSBL.0207;2018
CONTACT.WEB.141178;ACC_1.BSBL.0207;2019
CONTACT.WEB.141178;ACC_1.BSBL.0207;2014
4sgua-efm03e-io3ble2p-1-io5dnfla-2qng;ACC_1.ZH.1840;2016
4sgua-efm03e-io3ble2p-1-io5izcf6-2r46;ACC_1.NE.0901;2016
akb20-o8cn0z-e4cfilye-1-e58a5lw6-1dz;ACC_1.INNERSCHWEIZ.0741;2016
akb20-o8cn0z-e4cfilye-1-e58a5lw6-1dz;ACC_1.INNERSCHWEIZ.0741;2017
akb20-o8cn0z-e4cfilye-1-e58a5lw6-1dz;ACC_1.INNERSCHWEIZ.0741;2008
akb20-o8cn0z-e4cfilye-1-e58a5lw6-1dz;ACC_1.INNERSCHWEIZ.0741;2009
akb20-o8cn0z-e4cfilye-1-e58a5lw6-1dz;ACC_1.INNERSCHWEIZ.0741;2010
akb20-o8cn0z-e4cfilye-1-e58a5lw6-1dz;ACC_1.INNERSCHWEIZ.0741;2011
akb20-o8cn0z-e4cfilye-1-e58a5lw6-1dz;ACC_1.INNERSCHWEIZ.0741;2012
akb20-o8cn0z-e4cfilye-1-e58a5lw6-1dz;ACC_1.INNERSCHWEIZ.0741;2013
akb20-o8cn0z-e4cfilye-1-e58a5lw6-1dz;ACC_1.INNERSCHWEIZ.0741;2014
4sgua-86bjo3-ib18spe6-1-ibgvkc6t-l1k9;ACC_1.SGALV.1040;2016
CONTACT.WEB.129452;ACC_1.SGALV.1041;2016
CONTACT.WEB.129452;ACC_1.SGALV.1041;2017
CONTACT.WEB.129452;ACC_1.SGALV.1041;2018
CONTACT.WEB.129452;ACC_1.SGALV.1041;2019
CONTACT.WEB.129452;ACC_1.INNERSCHWEIZ.0705;2011
CONTACT.WEB.129452;ACC_1.INNERSCHWEIZ.0705;2012
CONTACT.WEB.129452;ACC_1.INNERSCHWEIZ.0705;2013
CONTACT.WEB.129452;ACC_1.INNERSCHWEIZ.0705;2014
CONTACT.WEB.128616;ACC_1.BSBL.0202;2016
CONTACT.WEB.128616;ACC_1.BSBL.0202;2017
CONTACT.WEB.128616;ACC_1.BSBL.0202;2012
CONTACT.WEB.128616;ACC_1.BSBL.0202;2013
CONTACT.WEB.128616;ACC_1.BSBL.0202;2014
4sgua-efm03e-io3ble2p-1-io49qlx9-1e1i;ACC_1.ZH.1822;2016
CONTACT.WEB.129793;ACC_1.ZH.1804;2016
CONTACT.WEB.129793;ACC_1.INNERSCHWEIZ.0708;2012
CONTACT.WEB.129793;ACC_1.INNERSCHWEIZ.0708;2013
CONTACT.WEB.129793;ACC_1.INNERSCHWEIZ.0708;2014
CONTACT.WEB.130678;ACC_1.VD.1614;2016
CONTACT.WEB.130678;ACC_1.VD.1614;2017
CONTACT.WEB.130678;ACC_1.VD.1614;2010
CONTACT.WEB.130678;ACC_1.VD.1614;2011
CONTACT.WEB.130678;ACC_1.VD.1614;2013
CONTACT.WEB.130678;ACC_1.VD.1614;2014
akb20-4k7l0w-epawkq48-1-epayfy7w-dv;ACC_1.SGALV.1041;2016
akb20-4k7l0w-epawkq48-1-epayfy7w-dv;ACC_1.SGALV.1041;2017
akb20-4k7l0w-epawkq48-1-epayfy7w-dv;ACC_1.SGALV.1041;2018
akb20-4k7l0w-epawkq48-1-epayfy7w-dv;ACC_1.ZH.1804;2011
akb20-4k7l0w-epawkq48-1-epayfy7w-dv;ACC_1.ZH.1804;2012
akb20-4k7l0w-epawkq48-1-epayfy7w-dv;ACC_1.ZH.1804;2013
akb20-4k7l0w-epawkq48-1-epayfy7w-dv;ACC_1.ZH.1804;2014
CONTACT.WEB.122439;ACC_1.SO.1202;2016
CONTACT.WEB.122439;ACC_1.SO.1202;2017
CONTACT.WEB.122439;ACC_1.SO.1202;2018
CONTACT.WEB.122439;ACC_1.SO.1202;2019
CONTACT.WEB.122439;ACC_1.SO.1202;2007
CONTACT.WEB.122439;ACC_1.SO.1202;2008
CONTACT.WEB.122439;ACC_1.SO.1202;2009
CONTACT.WEB.122439;ACC_1.SO.1202;2010
CONTACT.WEB.122439;ACC_1.SO.1202;2011
CONTACT.WEB.122439;ACC_1.SO.1202;2012
CONTACT.WEB.122439;ACC_1.SO.1202;2014
4sgua-el0fb5-hofluhj2-1-hq3dmj8s-13mgs;ACC_1.GE.0405;2016
4sgua-el0fb5-hofluhj2-1-hq3dmj8s-13mgs;ACC_1.GE.0405;2017
4sgua-el0fb5-hofluhj2-1-hq3dmj8s-13mgs;ACC_1.GE.0405;2018
CONTACT.WEB.133347;ACC_1.FR.0315;2016
CONTACT.WEB.133347;ACC_1.FR.0315;2017
CONTACT.WEB.122317;ACC_1.BSBL.0202;2016
CONTACT.WEB.122317;ACC_1.BSBL.0202;2006
CONTACT.WEB.122317;ACC_1.BSBL.0202;2012
CONTACT.WEB.122317;ACC_1.BSBL.0202;2013
CONTACT.WEB.122317;ACC_1.BSBL.0202;2014
CONTACT.WEB.135399;ACC_1.VD.1612;2016
4sgua-z31zbm-imzbbjq0-1-in37gmun-2wxs;ACC_1.VD.1614;2016
4sgua-z31zbm-imzbbjq0-1-in37gmun-2wxs;ACC_1.VD.1614;2017
CON_102680;ACC_1.SGALV.1006;2016
CON_102680;ACC_1.SGALV.1006;2017
CON_102680;ACC_1.SGALV.1006;2006
CON_102680;ACC_1.SGALV.1006;2007
CON_102680;ACC_1.SGALV.1006;2008
CON_102680;ACC_1.SGALV.1006;2009
CON_102680;ACC_1.SGALV.1006;2010
CON_102680;ACC_1.SGALV.1006;2011
CON_102680;ACC_1.SGALV.1006;2013
CON_102680;ACC_1.SGALV.1006;2014
a21aa-ykp7tt-jugbdsd0-1-juxr9vmt-1u78;ACC_1.BSBL.0211;2016
a21aa-ykp7tt-jugbdsd0-1-juxr9vmt-1u78;ACC_1.BSBL.0211;2018
CONTACT.WEB.135751;ACC_1.INNERSCHWEIZ.0701;2016
CONTACT.WEB.135751;ACC_1.INNERSCHWEIZ.0701;2017
CONTACT.WEB.135751;ACC_1.INNERSCHWEIZ.0701;2013
CONTACT.WEB.135751;ACC_1.INNERSCHWEIZ.0701;2014
CONTACT.WEB.138534;ACC_1.AG.0006;2016
CONTACT.WEB.138534;ACC_1.AG.0006;2017
CONTACT.WEB.138534;ACC_1.AG.0006;2018
CONTACT.WEB.138534;ACC_1.AG.0006;2019
CONTACT.WEB.138534;ACC_1.AG.0006;2010
CONTACT.WEB.138534;ACC_1.AG.0006;2011
CONTACT.WEB.138534;ACC_1.AG.0006;2012
CONTACT.WEB.138534;ACC_1.AG.0006;2013
CONTACT.WEB.138534;ACC_1.AG.0006;2014
CONTACT.WEB.139917;4sgua-csyep3-fg0m5ubk-1-fh1oo94q-vli;2016
4sgua-sip0ot-in9cf28m-1-int1up5p-ftfg;ACC_1.SGALV.1006;2016
4sgua-sip0ot-in9cf28m-1-int1up5p-ftfg;ACC_1.SGALV.1006;2017
4sgua-sip0ot-in9cf28m-1-int1up5p-ftfg;ACC_1.SGALV.1006;2018
4sgua-sip0ot-in9cf28m-1-int1up5p-ftfg;ACC_1.SGALV.1006;2019
4sgua-yx2al0-htzlolvi-1-huduxmhj-89tv;ACC_1.ZH.1819;2016
4sgua-yx2al0-htzlolvi-1-huduxmhj-89tv;ACC_1.ZH.1819;2017
CONTACT.WEB.136560;ACC_1.TI.1509;2016
4sgua-yx2al0-htzlolvi-1-huwbp912-m1mm;4sgua-el0fb5-hofluhj2-1-hottxq2v-co5s;2016
4sgua-yx2al0-htzlolvi-1-huwbp912-m1mm;4sgua-el0fb5-hofluhj2-1-hottxq2v-co5s;2014
CON_100787;ACC_1.BE.0117;2016
CON_100787;ACC_1.BE.0117;2018
CON_100787;ACC_1.BE.0117;2008
CON_100787;ACC_1.BE.0117;2009
CON_100787;ACC_1.BE.0117;2010
CON_100787;ACC_1.BE.0117;2012
CON_100787;ACC_1.BE.0117;2013
CON_100787;ACC_1.BE.0117;2014
CON_100787;ACC_1.BE.0123;2006
CON_100787;ACC_1.BE.0123;2007
CONTACT.WEB.135668;ACC_1.AG.0030;2016
CONTACT.WEB.135668;ACC_1.AG.0030;2011
CONTACT.WEB.135668;ACC_1.AG.0030;2012
CONTACT.WEB.135668;ACC_1.AG.0030;2013
CONTACT.WEB.135668;ACC_1.AG.0030;2014
akb20-8tv3q-f1iu9o4w-1-f1mqqk0m-2te;ACC_1.FR.0315;2016
akb20-8tv3q-f1iu9o4w-1-f1mqqk0m-2te;ACC_1.FR.0315;2017
akb20-8tv3q-f1iu9o4w-1-f1mqqk0m-2te;ACC_1.FR.0303;2018
akb20-8tv3q-f1iu9o4w-1-f1mqqk0m-2te;ACC_1.FR.0303;2019
CONTACT.WEB.133465;ACC_1.INNERSCHWEIZ.0708;2016
CONTACT.WEB.133465;ACC_1.INNERSCHWEIZ.0708;2017
4sgua-yb40b7-ihzfuguy-1-iit0cd6w-ch63;ACC_1.VD.1601;2016
CONTACT.WEB.137619;ACC_1.INNERSCHWEIZ.0741;2016
CONTACT.WEB.137619;ACC_1.INNERSCHWEIZ.0741;2010
CONTACT.WEB.137619;ACC_1.INNERSCHWEIZ.0741;2011
CONTACT.WEB.137619;ACC_1.INNERSCHWEIZ.0741;2012
CONTACT.WEB.137619;ACC_1.INNERSCHWEIZ.0741;2013
CONTACT.WEB.137619;ACC_1.INNERSCHWEIZ.0701;2017
4sgua-ogckwb-il1gqz4a-1-il57iskj-1tjf;ACC_1.INNERSCHWEIZ.0705;2016
4sgua-pmy6ns-hbo4ikco-1-hc7a7iq4-atcl;ACC_1.VD.1602;2016
CONTACT.WEB.138542;ACC_1.INNERSCHWEIZ.0733;2016
CONTACT.WEB.138542;ACC_1.INNERSCHWEIZ.0733;2017
CONTACT.WEB.138542;ACC_1.INNERSCHWEIZ.0733;2019
CON_32194;ACC_1.SGALV.1004;2016
CON_32194;ACC_1.SGALV.1004;2017
CON_32194;ACC_1.SGALV.1004;2008
CON_32194;ACC_1.SGALV.1004;2009
CON_32194;ACC_1.SGALV.1004;2011
CON_32194;ACC_1.SGALV.1004;2012
4sgua-sip0ot-in9cf28m-1-inliyhnr-9s5e;ACC_1.ZH.1802;2016
CONTACT.WEB.146194;ACC_1.NE.0901;2016
CONTACT.WEB.146194;ACC_1.VD.1612;2017
CONTACT.WEB.147626;ACC_1.VD.1602;2016
CONTACT.WEB.147626;ACC_1.VD.1602;2017
CONTACT.WEB.147626;ACC_1.VD.1602;2018
4sgua-sip0ot-in9cf28m-1-inh922m7-69xn;ACC_1.VD.1602;2016
CONTACT.WEB.133107;ACC_1.SGALV.1041;2016
CONTACT.WEB.133107;ACC_1.SGALV.1041;2017
CONTACT.WEB.133107;ACC_1.SGALV.1041;2018
4sgua-82vqkr-ghoq6n1s-1-ghq31bv3-jr;ACC_1.ZH.1822;2016
4sgua-82vqkr-ghoq6n1s-1-ghq31bv3-jr;ACC_1.ZH.1822;2017
4sgua-82vqkr-ghoq6n1s-1-ghq31bv3-jr;ACC_1.ZH.1822;2018
4sgua-yx2al0-htzlolvi-1-huu4wgdf-jh8o;ACC_1.GE.0412;2016
4sgua-yx2al0-htzlolvi-1-huu4wgdf-jh8o;ACC_1.GE.0412;2017
4sgua-yx2al0-htzlolvi-1-huu4wgdf-jh8o;ACC_1.GE.0412;2018
4sgua-t7ayl5-ijdc5v9a-1-ijmixsql-5q53;ACC_1.VS.1706;2016
4sgua-t7ayl5-ijdc5v9a-1-ijmixsql-5q53;ACC_1.VS.1706;2017
4sgua-t7ayl5-ijdc5v9a-1-ijmixsql-5q53;ACC_1.VS.1706;2018
4sgua-bk5ils-idj8z8fz-1-ie3b2fq3-rrhm;ACC_1.ZH.1815;2016
4sgua-bk5ils-idj8z8fz-1-ie3b2fq3-rrhm;ACC_1.ZH.1815;2017
4sgua-bk5ils-idj8z8fz-1-ie3b2fq3-rrhm;ACC_1.ZH.1815;2018
4sgua-bk5ils-idj8z8fz-1-ie3b2fq3-rrhm;ACC_1.ZH.1815;2019
CON_36962;ACC_1.SGALV.1006;2016
CON_36962;ACC_1.SGALV.1006;2017
CON_36962;ACC_1.SGALV.1006;2007
CON_36962;ACC_1.SGALV.1006;2008
CON_36962;ACC_1.SGALV.1006;2009
4sgua-f15hea-hf2fahl2-1-hgcmxywz-vd6r;4sgua-el0fb5-hofluhj2-1-hottxq2v-co5s;2016
4sgua-f15hea-hf2fahl2-1-hgcmxywz-vd6r;4sgua-el0fb5-hofluhj2-1-hottxq2v-co5s;2017
4sgua-f15hea-hf2fahl2-1-hgcmxywz-vd6r;4sgua-el0fb5-hofluhj2-1-hottxq2v-co5s;2018
4sgua-yb40b7-ihzfuguy-1-ija7rpuu-fe38;ACC_1.ZH.1802;2016
4sgua-yb40b7-ihzfuguy-1-ija7rpuu-fe38;ACC_1.ZH.1802;2017
CONTACT.WEB.129952;ACC_1.INNERSCHWEIZ.0741;2016
CONTACT.WEB.129952;ACC_1.INNERSCHWEIZ.0741;2013
CONTACT.WEB.129952;ACC_1.INNERSCHWEIZ.0741;2014
4sgua-z4wjd0-icfnbw48-1-icm566wt-7n9t;ACC_1.BE.0161;2016
4sgua-z4wjd0-icfnbw48-1-icm566wt-7n9t;ACC_1.BE.0161;2017
4sgua-z4wjd0-icfnbw48-1-icm566wt-7n9t;ACC_1.BE.0161;2018
4sgua-pmy6ns-hbo4ikco-1-hc9ida2p-bp5q;ACC_1.GE.0402;2016
4sgua-pmy6ns-hbo4ikco-1-hc9ida2p-bp5q;ACC_1.GE.0402;2017
4sgua-pmy6ns-hbo4ikco-1-hc9ida2p-bp5q;ACC_1.GE.0402;2018
4sgua-pmy6ns-hbo4ikco-1-hc9ida2p-bp5q;ACC_1.GE.0402;2013
4sgua-pmy6ns-hbo4ikco-1-hc9ida2p-bp5q;ACC_1.GE.0402;2014
4sgua-qw6nx7-i8j6zhcw-1-i8px8ob2-2zvd;ACC_1.TI.1524;2016
4sgua-qw6nx7-i8j6zhcw-1-i8px8ob2-2zvd;ACC_1.TI.1524;2017
4sgua-qw6nx7-i8j6zhcw-1-i8px8ob2-2zvd;ACC_1.TI.1524;2018
CONTACT.WEB.134568;ACC_1.SGALV.1013;2016
CONTACT.WEB.134568;ACC_1.SGALV.1013;2017
CONTACT.WEB.134568;ACC_1.SGALV.1013;2018
CONTACT.WEB.134573;ACC_1.SGALV.1013;2016
CONTACT.WEB.134573;ACC_1.SGALV.1013;2017
4sgua-sip0ot-in9cf28m-1-infmsxwr-51u1;ACC_1.SO.1213;2016
4sgua-sip0ot-in9cf28m-1-infmsxwr-51u1;ACC_1.SO.1213;2017
4sgua-sip0ot-in9cf28m-1-infmsxwr-51u1;ACC_1.SO.1213;2018
4sgua-sip0ot-in9cf28m-1-infmsxwr-51u1;ACC_1.SO.1213;2019
CONTACT.WEB.125943;ACC_1.BE.0116;2016
CONTACT.WEB.125943;ACC_1.BE.0116;2009
CONTACT.WEB.125943;ACC_1.BE.0116;2010
CONTACT.WEB.125943;ACC_1.BE.0116;2011
CONTACT.WEB.151304;ACC_1.TI.1509;2016
CONTACT.WEB.151304;ACC_1.TI.1509;2017
CONTACT.WEB.151304;ACC_1.TI.1509;2018
CONTACT.WEB.151304;ACC_1.TI.1509;2019
4sgua-qw6nx7-i8j6zhcw-1-i8zy8uwz-aq3w;ACC_1.FR.0329;2016
4sgua-7633a2-i7fco1wn-1-i846w9mz-bu64;ACC_1.ZH.1808;2016
4sgua-7633a2-i7fco1wn-1-i846w9mz-bu64;ACC_1.ZH.1808;2017
4sgua-sip0ot-in9cf28m-1-inj8q52m-7huu;ACC_1.AG.0006;2016
4sgua-sip0ot-in9cf28m-1-inj8q52m-7huu;ACC_1.AG.0030;2017
4sgua-sip0ot-in9cf28m-1-inj8q52m-7huu;ACC_1.AG.0030;2018
4sgua-sip0ot-in9cf28m-1-inj8q52m-7huu;ACC_1.AG.0030;2019
CONTACT.WEB.137788;ACC_1.BE.0142;2016
CONTACT.WEB.137788;ACC_1.BE.0116;2010
CONTACT.WEB.137788;ACC_1.BE.0116;2012
CONTACT.WEB.137788;ACC_1.BE.0116;2013
4sgua-t7ayl5-ijdc5v9a-1-ijjpth71-4290;ACC_1.TI.1521;2016
4sgua-vxz7nb-hqo0qim1-1-hr6r4wtv-c376;ACC_1.GE.0405;2016
4sgua-vxz7nb-hqo0qim1-1-hr6r4wtv-c376;ACC_1.GE.0405;2018
4sgua-yx2al0-htzlolvi-1-hun5fnv5-dne2;ACC_1.TI.1512;2016
4sgua-yx2al0-htzlolvi-1-hun5fnv5-dne2;ACC_1.TI.1512;2017
4sgua-yx2al0-htzlolvi-1-hun5fnv5-dne2;ACC_1.TI.1512;2019
4sgua-k0m9w9-gz9s0uwc-1-gzmu7d6w-2iu;ACC_1.ZH.1822;2016
4sgua-k0m9w9-gz9s0uwc-1-gzmu7d6w-2iu;ACC_1.ZH.1822;2013
4sgua-k0m9w9-gz9s0uwc-1-gzmu7d6w-2iu;ACC_1.ZH.1822;2014
CONTACT.WEB.146267;ACC_1.INNERSCHWEIZ.0728;2016
CONTACT.WEB.146267;ACC_1.INNERSCHWEIZ.0728;2017
4sgua-efm03e-io3ble2p-1-iosvi1uq-rfjb;ACC_1.ZH.1815;2016
CONTACT.WEB.133420;ACC_1.ZH.1808;2016
CONTACT.WEB.133420;ACC_1.ZH.1808;2014
CONTACT.WEB.135273;ACC_1.INNERSCHWEIZ.0713;2016
CONTACT.WEB.135273;ACC_1.INNERSCHWEIZ.0713;2017
CONTACT.WEB.135273;ACC_1.INNERSCHWEIZ.0713;2018
CONTACT.WEB.135273;ACC_1.INNERSCHWEIZ.0713;2019
4sgua-yx2al0-htzlolvi-1-hu6yu4go-56cc;ACC_1.VD.1601;2016
4sgua-yx2al0-htzlolvi-1-hu6yu4go-56cc;ACC_1.VD.1601;2017
CONTACT.WEB.136732;ACC_1.BSBL.0209;2016
CONTACT.WEB.136732;ACC_1.BSBL.0209;2017
CONTACT.WEB.136732;ACC_1.BSBL.0209;2018
CONTACT.WEB.136732;ACC_1.BSBL.0209;2019
CONTACT.WEB.150730;ACC_1.AG.0037;2016
CONTACT.WEB.150730;ACC_1.AG.0037;2017
CONTACT.WEB.150730;ACC_1.AG.0006;2018
CONTACT.WEB.150730;ACC_1.AG.0006;2019
akb20-f4q7ox-eymu8rdh-1-eyvyy3jg-1c2;ACC_1.BE.0132;2016
akb20-f4q7ox-eymu8rdh-1-eyvyy3jg-1c2;ACC_1.BE.0132;2011
akb20-f4q7ox-eymu8rdh-1-eyvyy3jg-1c2;ACC_1.BE.0132;2012
akb20-f4q7ox-eymu8rdh-1-eyvyy3jg-1c2;ACC_1.BE.0132;2013
akb20-f4q7ox-eymu8rdh-1-eyvyy3jg-1c2;ACC_1.BE.0115;2010
CONTACT.WEB.148702;ACC_1.SZ.1309;2016
4sgua-qw6nx7-i8j6zhcw-1-i8un5543-6j1f;ACC_1.SO.1213;2016
4sgua-mj23oc-gx80uce2-1-gx81muup-i;ACC_1.VD.1602;2016
CONTACT.WEB.151121;ACC_1.ZH.1819;2016
CONTACT.WEB.151121;ACC_1.ZH.1819;2017
CONTACT.WEB.151121;ACC_1.ZH.1804;2018
4sgua-q2gyg7-hm1ngesj-1-hmdw8len-hrvb;ACC_1.GE.0414;2016
4sgua-r2p2vq-fk6o2n2f-1-flznc2ps-1cng;ACC_1.FR.0321;2016
CONTACT.WEB.134556;ACC_1.VD.1616;2016
CONTACT.WEB.134556;ACC_1.VD.1616;2017
CONTACT.WEB.134556;ACC_1.VD.1616;2018
CONTACT.WEB.134556;ACC_1.VD.1616;2019
CONTACT.WEB.129577;ACC_1.SZ.1315;2016
akb20-1ms3g5-esaosd8f-1-esc57han-3gk;ACC_1.BE.0137;2016
akb20-1ms3g5-esaosd8f-1-esc57han-3gk;ACC_1.BE.0137;2010
akb20-1ms3g5-esaosd8f-1-esc57han-3gk;ACC_1.BE.0137;2011
akb20-1ms3g5-esaosd8f-1-esc57han-3gk;ACC_1.BE.0137;2012
akb20-1ms3g5-esaosd8f-1-esc57han-3gk;ACC_1.BE.0137;2013
4sgua-nmw6lp-go1c1gxq-1-go5x1xj2-c7c;ACC_1.INNERSCHWEIZ.0740;2016
4sgua-nmw6lp-go1c1gxq-1-go5x1xj2-c7c;ACC_1.INNERSCHWEIZ.0740;2006
4sgua-nmw6lp-go1c1gxq-1-go5x1xj2-c7c;ACC_1.INNERSCHWEIZ.0740;2007
4sgua-nmw6lp-go1c1gxq-1-go5x1xj2-c7c;ACC_1.INNERSCHWEIZ.0740;2011
4sgua-nmw6lp-go1c1gxq-1-go5x1xj2-c7c;ACC_1.INNERSCHWEIZ.0740;2013
4sgua-sip0ot-in9cf28m-1-inexgcik-411a;ACC_1.INNERSCHWEIZ.0701;2016
CONTACT.WEB.136530;ACC_1.SZ.1316;2016
CONTACT.WEB.136530;ACC_1.SZ.1316;2012
CONTACT.WEB.134292;ACC_1.VS.1713;2016
CONTACT.WEB.134292;ACC_1.VS.1713;2017
CONTACT.WEB.134292;ACC_1.VS.1713;2018
CONTACT.WEB.134292;ACC_1.VS.1713;2019
CONTACT.WEB.144732;ACC_1.VS.1710;2016
CONTACT.WEB.144732;ACC_1.VS.1710;2017
CONTACT.WEB.144732;ACC_1.VS.1710;2018
CONTACT.WEB.144732;ACC_1.VS.1710;2019
4sgua-evcb6c-gnjz05pv-1-gnlyh1uz-2ee;ACC_1.SZ.1318;2016
4sgua-evcb6c-gnjz05pv-1-gnlyh1uz-2ee;ACC_1.SZ.1318;2017
4sgua-evcb6c-gnjz05pv-1-gnlyh1uz-2ee;ACC_1.SZ.1318;2018
4sgua-evcb6c-gnjz05pv-1-gnlyh1uz-2ee;ACC_1.SZ.1318;2013
4sgua-evcb6c-gnjz05pv-1-gnlyh1uz-2ee;ACC_1.SZ.1318;2014
4sgua-z4wjd0-icfnbw48-1-ichc3geg-1wyi;ACC_1.ZH.1831;2016
4sgua-z4wjd0-icfnbw48-1-ichc3geg-1wyi;ACC_1.ZH.1831;2017
CONTACT.WEB.135205;ACC_1.AG.0009;2016
CONTACT.WEB.135205;ACC_1.AG.0009;2017
CONTACT.WEB.135205;ACC_1.AG.0009;2018
akb20-bozb4p-eqvx5qug-1-erazw0s3-60k;4sgua-mg73pf-fs48y3c8-1-fst3fvme-28r;2016
akb20-bozb4p-eqvx5qug-1-erazw0s3-60k;4sgua-mg73pf-fs48y3c8-1-fst3fvme-28r;2012
akb20-bozb4p-eqvx5qug-1-erazw0s3-60k;4sgua-mg73pf-fs48y3c8-1-fst3fvme-28r;2013
a21aa-vng5gp-jeiqgwdz-1-jfqo598n-205s;ACC_1.TI.1509;2016
a21aa-vng5gp-jeiqgwdz-1-jfqo598n-205s;ACC_1.TI.1509;2017
a21aa-vng5gp-jeiqgwdz-1-jfqo598n-205s;ACC_1.TI.1509;2018
a21aa-vng5gp-jeiqgwdz-1-jfqo598n-205s;ACC_1.TI.1509;2019
4sgua-mqqbdm-i9x77mma-1-ia770owu-b9bm;ACC_1.ZH.1822;2016
CONTACT.WEB.128755;ACC_1.NE.0901;2016
CONTACT.WEB.128755;ACC_1.NE.0901;2017
CONTACT.WEB.128755;ACC_1.NE.0901;2018
CONTACT.WEB.128755;ACC_1.NE.0901;2019
